subset	param	n	truth	mean_est	bias	sd	rmse	q025	q975
converged_only	beta	30	1.9058652207	1.9240608211933334	0.018195600493333464	0.07791387117333082	0.08001031932524319	1.790009075635	2.032110374495
converged_only	gamma	30	0.6559714166	0.6663308119866668	0.010359395386666748	0.03553357460875994	0.03701286259199089	0.6065756163075	0.7347756755275
all_ok	beta	30	1.9058652207	1.9240608211933334	0.018195600493333464	0.07791387117333082	0.08001031932524319	1.790009075635	2.032110374495
all_ok	gamma	30	0.6559714166	0.6663308119866668	0.010359395386666748	0.03553357460875994	0.03701286259199089	0.6065756163075	0.7347756755275
